Name,Port,Protocol,Popularity,Description
gsmp,6068,tcp,0.000152,gsmp-ancp | GSMP/ANCP
cache,1972,tcp,0.000152,Cache
asmgcs,5905,tcp,0.000152,Adv Surface Mvmnt and Guidance Cont Sys
teamviewer,5938,tcp,0.000152,teamviewer - http://www.teamviewer.com/en/help/334-Which-ports-are-used-by-TeamViewer.aspx
alesquery,5074,tcp,0.000152,ALES Query
mdns,5353,tcp,0.000152,Multicast DNS
in,4080,tcp,0.000152,Lorica inside facing
starfish,3981,tcp,0.000152,Starfish System Admin
g,2099,tcp,0.000152,H.225.0 Annex G | H.225.0 Annex G Signalling
h323gatestat,1719,tcp,0.000152,H.323 Unicast Gatekeeper Signaling
stats,1875,tcp,0.000152,westell stats
agma,5909,tcp,0.000152,Air-ground media advisory
main,4040,tcp,0.000152,Yo.net main service
eyetv,2170,tcp,0.000152,EyeTV Server Port
attune,5242,tcp,0.000152,ATTUne API
quicktime,1220,tcp,0.000151,qt-serveradmin | Apple Darwin and QuickTime Streaming Administration Servers | QT SERVER ADMIN
ttyinfo,2012,tcp,0.000151,raid-ac
lmp,701,tcp,0.000151,Link Management Protocol (LMP)
http,623,tcp,0.000151,asf-rmcp | DMTF out-of-band web services management protocol | ASF Remote Management and Control Protocol
mmc,1347,tcp,0.000151,multi media conferencing
stel,10005,tcp,0.000151,emcrmird | Secure telnet | EMC Replication Manager Server
edge,913,tcp,0.000151,APEX endpoint-relay service
mbap,502,tcp,0.000151,Modbus Application Protocol
video,2232,tcp,0.000151,IVS Video default
canna,5680,tcp,0.000151,auriga-router | Canna (Japanese Input) | Auriga Router Service
radmind,6222,tcp,0.000151,Radmind protocol | Radmind Access Protocol
xaudio,1103,tcp,0.000151,"adobeserver-2 | Xaserver	# X Audio Server | ADOBE SERVER 2"
ash,710,tcp,0.000151,Entrust Administration Service Handler
hylafax,4559,tcp,0.000151,HylaFAX client-server protocol
kpop,1109,tcp,0.000151,Pop with Kerberos
ivsd,2241,tcp,0.000151,IVS Daemon
rtsclient,2501,tcp,0.000151,Resource Tracking system client
cvc_hostd,442,tcp,0.000138,cvc-hostd
privoxy,8118,tcp,0.000138,"Privoxy, www.privoxy.org | Privoxy HTTP proxy"
rndc,953,tcp,0.000138,RNDC is used by BIND 9 (& probably other NS) | BIND9 remote name daemon controller
nerv,1222,tcp,0.000138,SNI R&D network
mfcobol,86,tcp,0.000138,Micro Focus Cobol
lsnr,1158,tcp,0.000138,dbcontrol-oms | Oracle DB listener | dbControl OMS
dfm,447,tcp,0.000138,DDM-Distributed File Management
tsap,102,tcp,0.000138,tsap ISO-TSAP Class 0 | ISO-TSAP Class 0
ssserver,1270,tcp,0.000138,opsmgr | Sun StorEdge Configuration Service | Microsoft Operations Manager
uucp,540,tcp,0.000138,uucpd
ntp,123,tcp,0.000138,Network Time Protocol
telelpathstart,5010,tcp,0.000138,TelepathStart
issc,9992,tcp,0.000138,palace-1 | ISS System Scanner Console | OnLive-1
fe,27,tcp,0.000138,NSW User System FE
ariel1,419,tcp,0.000138,Ariel 1
biimenu,18000,tcp,0.000138,"Beckman Instruments, Inc."
xpc,713,tcp,0.000125,IRIS over XPC
slnp,3025,tcp,0.000125,arepa-raft | SLNP (Simple Library Network Protocol) by Sisis Informationssysteme GmbH | Arepa Raft
l,87,tcp,0.000125,"any private terminal link, ttylink"
entrustmanager,709,tcp,0.000125,entrust-kmsh | EntrustManager - NorTel DES auth network see 389/tcp | Entrust Key Management Service Handler
50,210,tcp,0.000125,"z39-50 | wais, ANSI Z39.50 | ANSI Z39.50"
dict,2628,tcp,0.000125,Dictionary service (RFC2229)
remotefs,556,tcp,0.000125,"rfs, rfs_server, Brunhoff remote filesystem | rfs server"
ufsd,1008,tcp,0.000125,"ufsd		# UFS-aware server"
ra,829,tcp,0.000125,PKIX-3 CA/RA
sdlog,5520,tcp,0.000125,ACE/Server services
lm,1550,tcp,0.000125,Image Storage license manager 3M Company
BackupExec,6103,tcp,0.000125,rets | Backup Exec Agent Accelerator and Remote Agent also sql server and cisco works blue | RETS
8,6008,tcp,0.000125,X Window server
amidxtape,10083,tcp,0.000125,Amanda tape indexing
saprouter,3299,tcp,0.000125,pdrncs
term,57,tcp,0.000125,any private terminal access
gl,55,tcp,0.000125,ISI Graphics Language
cdc,223,tcp,0.000125,Certificate Distribution Center
vlserver,7003,tcp,0.000125,volume location database
3,5803,tcp,0.000125,"Virtual Network Computer HTTP Access, display 3"
np,1526,tcp,0.000113,Prospero Data Access Prot non-priv
imap3,220,tcp,0.000113,Interactive Mail Access Protocol v3
vpad,1516,tcp,0.000113,Virtual Places Audio data
msql,4333,tcp,0.000113,ahsp | mini-sql server | ArrowHead Service Protocol (AHSP)
texar,333,tcp,0.000113,Texar Security Port
rje,77,tcp,0.000113,"any private RJE service, netrjs"
ssl,684,tcp,0.000113,CORBA IIOP SSL
onlinet,7010,tcp,0.000113,onlinet uninterruptable power supplies
cc,2011,tcp,0.000113,servserv | raid
cmp,157,tcp,0.000113,KNET/VM Command/Message Protocol
cm,748,tcp,0.000113,Russell Info Sci Calendar Manager
dlswpn,2067,tcp,0.000113,Data Link Switch Write Port Number
nessus,1241,tcp,0.000113,Nessus or remote message server
editbench,1350,tcp,0.000113,Registration Network Protocol
acap,674,tcp,0.000113,ACAP server of Communigate (www.stalker.com)
con,127,tcp,0.000113,Locus PC-Interface Conn Server
equationbuilder,1351,tcp,0.000113,Digital Tool Works (MIT)
radmind,6662,tcp,0.0001,Radmind protocol (deprecated)
busboy,998,tcp,0.0001,puparp
node,782,tcp,0.0001,hp performance data managed node
beep,602,tcp,0.0001,XML-RPC over BEEP
vat,3456,tcp,0.0001,VAT default data
ipcserver,600,tcp,0.0001,Sun IPC server
xtreelic,996,tcp,0.0001,XTREE License Server | vsinet
ats,2201,tcp,0.0001,Advanced Training System Program
lm,1522,tcp,0.0001,ricardo-lm | Ricardo North America License Manager
extensisportfolio,2903,tcp,0.0001,suitcase | Portfolio Server by Extensis Product Group | SUITCASE
sapeps,3399,tcp,0.0001,csms | SAP EPS | CSMS
control,862,tcp,0.0001,twamp-test | Two-way Active Measurement Protocol (TWAMP) Control | TWAMP-Test Receiver Port
admin,660,tcp,0.0001,MacOS Server Admin
fwmodule,257,tcp,0.0001,set | FW1 management console for communication w/modules and also secure electronic transaction (set) port | Secure Electronic Transaction
relief,1353,tcp,0.0001,Relief Consulting
netviewdm3,731,tcp,0.0001,IBM NetView DM/6000 receive/tcp
netviewdm2,730,tcp,0.0001,IBM NetView DM/6000 send/tcp
ellpack,2025,tcp,0.0001,xribs
netviewdm1,729,tcp,0.0001,IBM NetView DM/6000 Server/Client
arcserve,6050,tcp,0.0001,ARCserve agent
distccd,3632,tcp,0.0001,distcc | Distributed compiler daemon | distributed compiler
pegboard,1357,tcp,0.0001,Electronic PegBoard
rmt,411,tcp,0.000088,Remote MT Protocol
vatp,690,tcp,0.000088,Velazquez Application Transfer Protocol | Velneo Application Transfer Protocol
waste,1337,tcp,0.000088,menandmice-dns | Nullsoft WASTE encrypted P2P app | menandmice DNS
telelpathattack,5011,tcp,0.000088,TelepathAttack
kip,2112,tcp,0.000088,idonix-metanet | IP over kerberos | Idonix MetaNet
krb_prop,754,tcp,0.000088,tell | kerberos/v5 server propagation | send
ldm,388,tcp,0.000088,Unidata LDM Version 4 | Unidata LDM
netbus,12346,tcp,0.000088,NetBus backdoor trojan
netcp,740,tcp,0.000088,NETscout Control Protocol
ip,621,tcp,0.000088,ESCP
mqseries,1414,tcp,0.000088,IBM MQSeries
s,802,tcp,0.000088,Modbus Application Protocol Secure
linuxconf,98,tcp,0.000088,tacnews | TAC News
zebrasrv,2600,tcp,0.000088,hpstgmgr | zebra service | HPSTGMGR
supfiledbg,1127,tcp,0.000088,kwdb-commn | SUP debugging | KWDB Remote Communication
ctrl,6017,tcp,0.000088,XMail CTRL server
remoteanything,3999,tcp,0.000088,nvcnet | neoworx remote-anything file browser | Norman distributes scanning service
irc,6670,tcp,0.000088,vocaltec-gold | Internet Relay Chat | Vocaltec Global Online Directory
orasrv,1525,tcp,0.000088,prospero-np | oracle or Prospero Directory Service non-priv | oracle | Prospero Directory Service non-priv
tinyfw,44334,tcp,0.000088,tiny personal firewall admin port
file,59,tcp,0.000088,any private file service
urm,606,tcp,0.000088,Cray Unified Resource Manager
ilm,3362,tcp,0.000076,DJ ILM
ctsd,5137,tcp,0.000076,MyCTS server port
cip,41794,tcp,0.000076,Crestron Control Port
nt,2723,tcp,0.000076,WatchDog NT Protocol
use,4262,tcp,0.000076,VRML Multi User Systems
fmp,4745,tcp,0.000076,Funambol Mobile Push
sync,10006,tcp,0.000076,Sync replication protocol among different NetApp platforms
ctp,41795,tcp,0.000076,Crestron Terminal Port
server,3363,tcp,0.000076,NATI Vi Server
capacity,10007,tcp,0.000076,MVS Capacity
web,3334,tcp,0.000076,Direct TV Webcasting
software,2734,tcp,0.000076,CCS Software
pc,5133,tcp,0.000076,Policy Commander
iims,4800,tcp,0.000076,Icona Instant Messenging System
2,5005,tcp,0.000076,RTP control protocol [RFC 3551][RFC 4571] | RTP control protocol
svc,5111,tcp,0.000076,TAEP AS service
use,4297,tcp,0.000076,VRML Multi User Systems
esm,2804,tcp,0.000076,March Networks Digital Video Recorders and Enterprise Service Manager products
hw,10020,tcp,0.000076,Hardware configuration and maintenance
t,4881,tcp,0.000076,SOCP Time Synchronization Protocol
vop,4433,tcp,0.000076,Versile Object Protocol
nssagentmgr,4454,tcp,0.000076,NSS Agent Manager
use,4294,tcp,0.000076,VRML Multi User Systems
lmcs,4877,tcp,0.000076,Lighting Management Control System
armagetronad,4534,tcp,0.000076,Armagetron Advanced Game Server
can,4876,tcp,0.000076,Tritium CAN Bus Bridge Service
comms,33000,tcp,0.000076,WatchGuard Endpoint Communications
access,3310,tcp,0.000076,Dyna Access
ret,3311,tcp,0.000076,MCNS Tel Ret
lmd,3319,tcp,0.000076,SDT License Manager
use,4243,tcp,0.000076,VRML Multi User Systems or CrashPlan http://support.code42.com/CrashPlan/Latest/Configuring/Network#Networking_FAQs
services,5114,tcp,0.000076,Enterprise Vault Services
aocp,2712,tcp,0.000076,Axapta Object Communication Protocol
control,2711,tcp,0.000076,SSO Control
use,4298,tcp,0.000076,VRML Multi User Systems
cbserver,3388,tcp,0.000076,CB Server
ap,47806,tcp,0.000076,ALC Protocol
roar,9700,tcp,0.000076,Board M.I.T. Service
enfs,5233,tcp,0.000076,Etinnae Network File Service
wakeup,9694,tcp,0.000076,T-Mobile Client Wakeup Message
t,2644,tcp,0.000076,Travsoft IPX Tunnel
printer_agent,3396,tcp,0.000076,printer-agent | Printer Agent
directplaysrvr,47624,tcp,0.000076,Direct Play Server
altovacentral,4689,tcp,0.000076,Altova DatabaseCentral
an,4599,tcp,0.000076,A17 (AN-AN)
mtsserver,4602,tcp,0.000076,EAX MTS Server
nst,4687,tcp,0.000076,Network Scanner Tool FTP
xmms2,9667,tcp,0.000076,Cross-platform Music Multiplexing System
eenet,5234,tcp,0.000076,EEnet communications
contclientms,4665,tcp,0.000076,Container Client Message Service
netmon,2606,tcp,0.000076,Dell Netmon
sitaradir,2631,tcp,0.000076,Sitara Dir
contentserver,3365,tcp,0.000076,Content Server
agent,4700,tcp,0.000076,NetXMS Agent
sapv1,9875,tcp,0.000076,Session Announcement v1
discovery,5152,tcp,0.000076,ESRI SDE Instance Discovery
datalnk,3368,tcp,0.000076,Satellite Video Data Link
ncdmirroring,2706,tcp,0.000076,NCD Mirroring
appsrvr,9990,tcp,0.000076,OSM Applet Server
getdata1,5201,tcp,0.000076,TARGUS GetData 1
visweather,9979,tcp,0.000076,Valley Information Systems Weather station data
mtcevrunqman,4558,tcp,0.000076,Marathon everRun Quorum Service Manager
deploymentmap,4570,tcp,0.000076,Service to distribute and update within a site deployment information for Oracle Communications Suite
9950,9950,tcp,0.000076,APC 9950
getdata2,5202,tcp,0.000076,TARGUS GetData 2
use,4234,tcp,0.000076,VRML Multi User Systems
disc,3374,tcp,0.000076,Cluster Disc
rc,43000,tcp,0.000076,recvr-rc-disc | Receiver Remote Control | Receiver Remote Control Discovery
itinternet,2691,tcp,0.000076,ITInternet ISM Server
transport,9911,tcp,0.000076,SYPECom Transport Protocol
use,4220,tcp,0.000076,VRML Multi User Systems
pulseaudio,4713,tcp,0.000076,Pulse Audio UNIX sound framework
vtsas,5070,tcp,0.000076,VersaTrans Server Agent Service
lm,3291,tcp,0.000076,S A Holditch & Associates - LM
bitcoin,18333,tcp,0.000076,Bitcoin crypto currency - https://en.bitcoin.it/wiki/Running_Bitcoin
workst,4355,tcp,0.000076,QSNet Workstation
mon,3102,tcp,0.000076,slslavemon | SoftlinK Mon Port | SoftlinK Slave Mon Port
v6,5013,tcp,0.000076,"FileMaker, Inc. - Proprietary transport"
gsidcap,22128,tcp,0.000076,GSI dCache Access Protocol
autocuesmi,3103,tcp,0.000076,Autocue SMI Protocol
cons,4342,tcp,0.000076,lisp-control | LISP-CONS Control | LISP Control Packets
lutap,4912,tcp,0.000076,Technicolor LUT Access Protocol
alink,3089,tcp,0.000076,ParaTek Agent Linking
hippad,2988,tcp,0.000076,HIPPA Reporting Protocol
ss,12121,tcp,0.000076,NuPaper Session Service
onpsocket,5014,tcp,0.000076,Overlay Network Protocol
remote,3121,tcp,0.000076,The pacemaker remote (pcmk-remote) service extends high availability functionality outside of the Linux cluster into remote nodes.
ghvpn,12009,tcp,0.000076,Green Hills VPN
fmwp,5015,tcp,0.000076,"FileMaker, Inc. - Web publishing"
htuilsrv,5023,tcp,0.000076,Htuil Server for PLD2
svnetworks,2973,tcp,0.000076,SV Networks
netperf,12865,tcp,0.000076,control port for the netperf benchmark
CodeMeter,22350,tcp,0.000076,CodeMeter Standard
stm_pproc,3080,tcp,0.000076,stm-pproc
nsp,5012,tcp,0.000076,NetOnTap Service
litecoin,19333,tcp,0.000076,Litecoin crypto currency testnet - https://litecoin.info/Litecoin.conf
epmd,4369,tcp,0.000076,Erlang Port Mapper Daemon
broker_service,3014,tcp,0.000076,broker-service | Broker Service
nucl,4358,tcp,0.000076,QSNet Nucleus
lsp,17500,tcp,0.000076,db-lsp-disc | Dropbox LanSync Protocol | Dropbox LanSync Discovery
mc,16900,tcp,0.000076,Newbay Mobile Client Update Service
fldup,3057,tcp,0.000076,GoAhead FldUp
agent,3002,tcp,0.000076,remoteware-srv | EXLM Agent | RemoteWare Server
manager,4999,tcp,0.000076,HyperFileSQL Client/Server Database Engine Manager | HFSQL Client/Server Database Engine Manager
port,3414,tcp,0.000076,BroadCloud WIP Port
tolteces,4375,tcp,0.000076,Toltec EasyShare
bip,4376,tcp,0.000076,BioAPI Interworking
port,16161,tcp,0.000076,Solaris SEA Port
dcap,22125,tcp,0.000076,dCache Access Protocol
cond,4357,tcp,0.000076,QSNet Conductor
assist,4356,tcp,0.000076,QSNet Assistant
ptt,4374,tcp,0.000076,PSI Push-to-Talk Protocol
dbisamserver1,12005,tcp,0.000076,DBISAM Database Server - Regular
nowcontact,3167,tcp,0.000076,Now Contact Public Server
manager,4328,tcp,0.000076,Jaxer Manager Command Protocol
mongod,27018,tcp,0.000076,http://docs.mongodb.org/manual/reference/default-mongodb-port/
mongod,27019,tcp,0.000076,http://docs.mongodb.org/manual/reference/default-mongodb-port/
scheduler,27350,tcp,0.000076,MATLAB Job Scheduler
imager,3263,tcp,0.000076,E-Color Enterprise Imager
updog,4414,tcp,0.000076,Updog Monitoring and Status Framework
mongod,28017,tcp,0.000076,http://docs.mongodb.org/manual/reference/default-mongodb-port/
req,4415,tcp,0.000076,Brocade Virtual Router Request
netaspi,2902,tcp,0.000076,NET ASPI
cirrossp,10443,tcp,0.000076,CirrosSP Workstation Communication
corelccam,4300,tcp,0.000076,Corel CCam
axysbridge,4418,tcp,0.000076,AXYS communication protocol
endpt,10115,tcp,0.000076,NetIQ Endpoint
req,2847,tcp,0.000076,AIMPP Port Req
server,3280,tcp,0.000076,VS Server
powsrm,32767,tcp,0.000076,FileNet BPM WS-ReliableMessaging Client
2,10101,tcp,0.000076,eZmeeting
services1,30001,tcp,0.000076,Pago Services 1
t,10500,tcp,0.000076,HIP NAT-Traversal
nacagent,4407,tcp,0.000076,Network Access Control Agent
5066,5066,tcp,0.000076,STANAG-5066-SUBNET-INTF
entexthigh,12002,tcp,0.000076,IBM Enterprise Extender SNA COS High Priority
proxy,3190,tcp,0.000076,ConServR Proxy
port,3200,tcp,0.000076,Press-sense Tick Port
wconf,22555,tcp,0.000076,vocaltec-phone | Vocaltec Web Conference | Vocaltec Internet Phone
jmact6,2958,tcp,0.000076,JAMCT6
entextnetwk,12001,tcp,0.000076,IBM Enterprise Extender SNA COS Network Priority
jmact5,2957,tcp,0.000076,JAMCT5
proxy,3210,tcp,0.000076,Flamenco Networks Proxy
minecraft,25565,tcp,0.000076,A video game - http://en.wikipedia.org/wiki/Minecraft
geognosisman,4325,tcp,0.000076,geognosisadmin | Cadcorp GeognoSIS Manager Service | Cadcorp GeognoSIS Administrator
manager,5052,tcp,0.000076,ITA Manager
ssl,3220,tcp,0.000076,XML NM over SSL
rlm,5053,tcp,0.000076,rlm-disc | RLM License Server | RLM Discovery Server
control,4302,tcp,0.000076,Diagnostic Data Control
mongod,27017,tcp,0.000076,mongodb | http://docs.mongodb.org/manual/reference/default-mongodb-port/ | Mongo database system
triomotion,3240,tcp,0.000076,Trio Motion Control Port
srvr,4401,tcp,0.000076,ASIGRA Televaulting DS-System Service
atmtcp,2812,tcp,0.000076,commonly Monit httpd - http://mmonit.com/monit/documentation/monit.html#monit_httpd
bcinameservice,3415,tcp,0.000076,BCI Name Service
ping,3503,tcp,0.000076,MPLS LSP-echo Port
odbcpathway,9628,tcp,0.000076,ODBC Pathway Service
swx,7320,tcp,0.000076,The Swiss Exchange
rms,3839,tcp,0.000076,AMX Resource Management Suite
x11,6010,tcp,0.000076,X Window System
nhci,3842,tcp,0.000076,NHCI status port
swx,7300,tcp,0.000076,The Swiss Exchange
control,3847,tcp,0.000076,MS Firewall Control
admin,4039,tcp,0.000076,Fazzt Administration
https,4036,tcp,0.000076,WAP Push OTA-HTTP secure
http,4035,tcp,0.000076,WAP Push OTA-HTTP port
bootstrap,3850,tcp,0.000076,QTMS Bootstrap Protocol
x11,6015,tcp,0.000076,X Window System
discovery,3837,tcp,0.000076,MARKEM Auto-Discovery
qsig,4029,tcp,0.000076,IP Q signaling protocol
partimage,4025,tcp,0.000076,Partition Image Port
sasp,3860,tcp,0.000076,Server/Application State Protocol (SASP)
port,4024,tcp,0.000076,TNP1 User Port
trap,4020,tcp,0.000076,TRAP Port
x11,6030,tcp,0.000076,X Window System
lm,7121,tcp,0.000076,Virtual Prototypes License Manager
elcn,7101,tcp,0.000076,Embedded Light Control Network
mcast2,4016,tcp,0.000076,Talarian Mcast
cfg,7072,tcp,0.000076,iba-cfg-disc | iba Device Configuration Protocol
iwg1,7071,tcp,0.000076,IWGADTS Aircraft Housekeeping Message
x11,6052,tcp,0.000076,X Window System
x11,6021,tcp,0.000076,X Window System
dl_agent,3876,tcp,0.000076,dl-agent | DirectoryLockdown Agent
dvapps,3831,tcp,0.000076,Docsvault Application Service
swx,7325,tcp,0.000076,The Swiss Exchange
quickbooksrds,3790,tcp,0.000076,QuickBooks RDS
omasgport,4090,tcp,0.000076,OMA BCAST Service Guide
dcsoftware,3793,tcp,0.000076,DataCore Software
myblast,3795,tcp,0.000076,myBLAST Mekentosj port
dialer,3796,tcp,0.000076,Spaceway Dialer
applusservice,4087,tcp,0.000076,APplus Service
dynauth,3799,tcp,0.000076,RADIUS Dynamic Authorization
ipsma,5908,tcp,0.000076,IPS Management Application
pawn,7628,tcp,0.000076,Primary Agent Work Notification
wsmlb,3806,tcp,0.000076,Remote System Manager
fis,5912,tcp,0.000076,ais-met | Flight Information Services | Aeronautical Information Service/Meteorological applications using ACARS
cernsysmgmtagt,3830,tcp,0.000076,Cerner System Management Agent
wlanauth,3810,tcp,0.000076,WLAN AS server
ip,3813,tcp,0.000076,Rhapsody Interface Protocol
ovbus,7501,tcp,0.000076,HP OpenView Bus Daemon
tapeware,3817,tcp,0.000076,Yosemite Tech Tapeware
avanti_cdp,4065,tcp,0.000076,avanti-cdp | Avanti Common Data
silhouette,7500,tcp,0.000076,Silhouette User
discovery,7400,tcp,0.000076,RTPS Discovery
conduit,3823,tcp,0.000076,Compute Pool Conduit
kingfisher,4058,tcp,0.000076,Kingfisher protocol
ffserver,3825,tcp,0.000076,Antera FlowFusion Process Simulation
lms,4056,tcp,0.000076,Location Message Service
swx,7345,tcp,0.000076,The Swiss Exchange
server,3812,tcp,0.000076,netO WOL Server
tools,7789,tcp,0.000076,Office Tools Pro Receive
x11,6055,tcp,0.000076,X Window System
msdts1,3882,tcp,0.000076,DTS Service Port
tig,3943,tcp,0.000076,TetraNode Ip Gateway
ds,3992,tcp,0.000076,BindView-DirectoryServer
mc,6628,tcp,0.000076,AFE Stock Channel M/C
ftps,6619,tcp,0.000076,ODETTE-FTP over TLS/SSL
smcsrv,3991,tcp,0.000076,BindView-SMCServer
queryengine,3989,tcp,0.000076,BindView-Query Engine
backupedge,3946,tcp,0.000076,BackupEDGE Server
apdap,3948,tcp,0.000076,Anton Paar Device Administration Protocol
drip,3949,tcp,0.000076,Dynamic Routing Information Protocol
sessionmgr,3952,tcp,0.000076,I3 Session Manager
ism,6161,tcp,0.000076,PATROL Internet Srv Mgr
xic,6115,tcp,0.000076,Xic IPC Service
gvcp,3956,tcp,0.000076,GigE Vision Control
agent,3962,tcp,0.000076,SBI Agent Protocol
boks_clntd,6503,tcp,0.000076,boks-clntd | BoKS Clntd
sasggprs,3964,tcp,0.000076,SASG GPRS
ppsms,3967,tcp,0.000076,PPS Message Service
ssl,6251,tcp,0.000076,TL1 Raw Over SSL/TLS
eisp,3983,tcp,0.000076,ESRI Image Service
eis,3982,tcp,0.000076,ESRI Image Server
acms,3980,tcp,0.000076,Aircraft Cabin Management System
